web-scraper-order,web-scraper-start-url,title,title-href,nama,harga,lokasi,luas_bangunan,luas_tanah,kamar,kamar_mandi,listrik,interior,parkir,sertifikat
1686149235-1718,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/115,,https://www.rumah.com/listing-properti/dijual-kos-dijual-jogja-4-km-ke-ugm-utara-merapi-view-oleh-lenny-liem-21723114,"Kos Dijual Jogja, 4 Km ke UGM, Utara Merapi View","Rp 2,5 M","Sardonoharjo, Ngaglik, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",199 m²,199 m²,10 tidur,8 mandi,3500 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149238-1719,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/115,,https://www.rumah.com/listing-properti/dijual-rumah-kos-dijual-lokasi-premium-dekat-dengan-uii-pusat-oleh-lenny-liem-21723168,"Rumah Kos Dijual, Lokasi Premium, Dekat Dengan UII Pusat","Rp 7,5 M","sukoharjo, Ngaglik, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",2200 m²,"2,200 m²",10 tidur,10 mandi,3500 Watt,Tak Berperabot,4,SHM - Sertifikat Hak Milik
1686149242-1720,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/115,,https://www.rumah.com/listing-properti/dijual-rumah-cluster-plemburan-jogja-imb-sertifikat-lengkap-oleh-lenny-liem-21723219,"Rumah Cluster Plemburan Jogja, IMB, Sertifikat Lengkap",Rp 1 M,"Sariharjo, Ngaglik, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,125 m²,2 tidur,1 mandi,2200 Watt,Sebagian,1,SHM - Sertifikat Hak Milik
1686149248-1721,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-dekat-superindo-lingkungan-premium-utara-oleh-lenny-liem-21723271,"Rumah Dijual, Dekat Superindo, Lingkungan Premium Utara","Rp 1,69 M","Sinduadi, Mlati, Sleman, Yogyakarta, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",80 m²,140 m²,3 tidur,3 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149252-1722,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-cari-rumah-murah-tapi-bagus-di-cluster-amartha-prambanan-aja-oleh-dewi-21723340,Cari rumah murah tapi bagus? di cluster amartha prambanan aja.,Rp 300 jt,"Prambanan, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,90 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149256-1723,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-siap-huni-2-lantai-shm-oleh-lenny-liem-21723389,"Dijual Rumah, Siap Huni 2 Lantai, SHM","Rp 1,2 M","Plumbon,Banguntapan, Bantul, Yogyakarta, Banguntapan, Bantul, DI Yogyakarta Jelajahi di Peta",200 m²,200 m²,3 tidur,3 mandi,2200 Watt,Tak Berperabot,3,SHM - Sertifikat Hak Milik
1686149259-1724,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-lauching-cluster-baru-di-prambanan-cluster-amarta-solusi-untuk-anda-yang-sedang-cari-hunian-murah-be-oleh-dewi-21723431,"Lauching cluster baru di Prambanan,Cluster amarta solusi untuk anda yang sedang cari hunian murah be",Rp 295 jt,"Prambanan, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,75 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149263-1725,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-dekat-kampus-umy-utara-prapatan-ringroad-oleh-lenny-liem-21723438,"Rumah Dijual Dekat Kampus UMY,  Utara Prapatan Ringroad",Rp 625 jt,"Brajan, Tamantirto, Kasihan, Bantul, Yoogyakarta, Kasihan, Bantul, DI Yogyakarta Jelajahi di Peta",112 m²,112 m²,2 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149266-1726,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-maguwoharjo-sleman-oleh-hayadi-21283079,Rumah Dijual Maguwoharjo-Sleman,Rp 695 jt,"Jl. Utara Stadion, Maguwoharjo, Sleman, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",90 m²,114 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149270-1727,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-rumah-hook-dijual-akses-jalan-aspal-cocok-untuk-hunian-oleh-lenny-liem-21723452,"Rumah Hook Dijual, Akses Jalan Aspal, Cocok Untuk Hunian",Rp 990 jt,"Trihanggo, Gamping, Sleman, Yogyakarta, Gamping, Sleman, DI Yogyakarta Jelajahi di Peta",142 m²,142 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149274-1728,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-rumah-jl-sumatera-akses-mudah-dan-lancar-legalitas-shm-oleh-lenny-liem-21723504,"Rumah Jl Sumatera, Akses Mudah dan Lancar, Legalitas SHM","Rp 3,5 M","Sinduadi, Mlati, Sleman, Yogyakarta, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",498 m²,498 m²,4 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149277-1729,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-rumah-jambon-lingkungan-perumahan-shm-oleh-lenny-liem-21723557,"Rumah Jambon Lingkungan Perumahan, SHM",Rp 625 jt,"Ngestiharjo, Kasihan, Bantul, Yogyakarta, Kasihan, Bantul, DI Yogyakarta Jelajahi di Peta",80 m²,126 m²,3 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149281-1730,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-glagahsari-warungboto-umbulharjo-kota-yogyakarta-oleh-priyo-kurniawan-20385204,Glagahsari Warungboto Umbulharjo Kota Yogyakarta,Rp 2 M,"Glagahsari Warungboto, Umbulharjo, Yogyakarta, DI Yogyakarta Jelajahi di Peta",250 m²,222 m²,9 tidur,4 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149284-1731,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-lokasi-barat-terminal-condongcatur-oleh-lenny-liem-21723607,Dijual Rumah Lokasi Barat Terminal Condongcatur,"Rp 1,45 M","Condongcatur, Depok, Sleman, Yogyakarta, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,153 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149288-1732,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-sidokarto-godean-sleman-yogyakarta-oleh-sunaryadi-21297279,Sidokarto Godean Sleman Yogyakarta,Rp 785 jt,"Jalan Godean Sleman, Godean, Sleman, DI Yogyakarta Jelajahi di Peta",90 m²,128 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149291-1733,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-cantik-siap-huni-di-utara-pamela-7-swalayan-purwomartani-sleman-yogyakarta-oleh-ahmad-gesit-21362000,Dijual Rumah Baru Cantik Siap Huni Di Utara Pamela 7 Swalayan Purwomartani Sleman Yogyakarta,Rp 650 jt,"Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",80 m²,135 m²,3 tidur,2 mandi,1300 Watt,,1,SHM - Sertifikat Hak Milik
1686149295-1734,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-gedongkuning-rejowinangun-kotagede-yogyakarta-oleh-priyo-kurniawan-20936782,Gedongkuning Rejowinangun Kotagede Yogyakarta,"Rp 1,4 M","Rejowinangun Kotagede, Kotagede, Yogyakarta, DI Yogyakarta Jelajahi di Peta",120 m²,128 m²,3 tidur,2 mandi,900 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149299-1735,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-dalam-perumahan-diseputaran-stadion-maguwo-oleh-kiswanto-21723680,Dijual rumah dalam perumahan diseputaran stadion maguwo,Rp 585 jt,"Maguwoharjo, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",50 m²,115 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149303-1736,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-jambidan-banguntapan-oleh-salsha-21723704,"Jambidan, Banguntapan",Rp 585 jt,"Banguntapan, Bantul, DI Yogyakarta Jelajahi di Peta",60 m²,84 m²,3 tidur,1 mandi,1300 Watt,,,SHM - Sertifikat Hak Milik
1686149307-1737,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-rumah-mewah-bantul-selatan-kampus-alma-ata-yogyakarta-oleh-mohammad-munif-21723867,Rumah Mewah Bantul; Selatan Kampus Alma Ata Yogyakarta,"Rp 4,5 M","Bangunjiwo, Kasihan, Bantul, Bantul, DI Yogyakarta Jelajahi di Peta",550 m²,578 m²,6 tidur,4 mandi,5500 Watt,Lengkap,3,SHM - Sertifikat Hak Milik
1686149311-1738,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-dekat-ambarukmo-plaza-oleh-elin-nur-merdiasari-21677600,Dekat ambarukmo plaza,Rp 410 jt,"Jl jogja solo, Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",50 m²,77 m²,2 tidur,2 mandi,1300 Watt,,1,SHM - Sertifikat Hak Milik
1686149314-1739,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-yogyakarta-oleh-arif-faiza-21695490,Rumah Dijual di Yogyakarta,"Rp 1,799 M","Jl. Jend. Sudirman No.69, Terban, Gondokusuman, Yogyakarta, DI Yogyakarta Jelajahi di Peta",154 m²,130 m²,3 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149318-1740,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/114,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-yogyakarta-oleh-arif-faiza-21683135,Rumah Dijual di Yogyakarta,"Rp 2,525 M","Jl. Malioboro No.52 - 58, Suryatmajan, Danurejan, Yogyakarta, DI Yogyakarta Jelajahi di Peta",162 m²,215 m²,4 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149325-1741,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-yogyakarta-oleh-arif-faiza-21706978,Rumah Dijual di Yogyakarta,"Rp 3,599999 M","Jl. Magelang, Mlati Dukuh, Sendangadi, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",256 m²,215 m²,4 tidur,5 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149330-1742,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-jogja-oleh-arif-faiza-21561001,Rumah Dijual di Jogja,"Rp 3,599999 M","Jl. Malioboro No.52 - 58, Suryatmajan, Danurejan, Yogyakarta, DI Yogyakarta Jelajahi di Peta",256 m²,215 m²,4 tidur,5 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149334-1743,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-jogja-oleh-arif-faiza-21429534,Rumah Dijual di Jogja,"Rp 1,799 M","Jl. Malioboro No.52 - 58, Suryatmajan, Danurejan, Yogyakarta, DI Yogyakarta Jelajahi di Peta",154 m²,130 m²,3 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149338-1744,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-modern-elegan-siap-huni-di-tlogoadi-dekat-rsa-ugm-oleh-wawan-juliawan-21724039,Rumah Minimalis Modern Elegan Siap Huni di Tlogoadi dekat RSA UGM,Rp 799 jt,"Jalan Kebon Agung, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",54 m²,97 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149341-1745,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-baru-minimalis-siap-huni-di-dekat-pasar-cebongan-yogyakarta-oleh-wawan-juliawan-21516451,Rumah Baru Minimalis Siap Huni di dekat Pasar Cebongan Yogyakarta,Rp 750 jt,"Jalan Cebongan, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",75 m²,111 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149345-1746,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-taman-lavender-sleman-yogyakarta-the-echoes-of-paradise-living-oleh-samsul-maarif-19144192,"TAMAN LAVENDER, Sleman, Yogyakarta : The Echoes Of Paradise Living","Rp 2,9 M","Taman Lavender, Mlati, Sleman, Yogyakarta, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",146 m²,198 m²,4 tidur,5 mandi,3500 Watt,Lengkap,1,SHM - Sertifikat Hak Milik
1686149349-1747,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-wijilan-jogja-oleh-retno-sasi-21472198,Rumah Wijilan  Jogja,"Rp 1,6 M","Jl wijilan, Kraton, Yogyakarta, DI Yogyakarta Jelajahi di Peta",150 m²,315 m²,4 tidur,2 mandi,1300 Watt,Tak Berperabot,,SHM - Sertifikat Hak Milik
1686149353-1748,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-baru-mewah-luas-di-sidomoyo-godean-oleh-wawan-juliawan-21724091,Rumah Baru Mewah Luas di Sidomoyo Godean,"Rp 1,5 M","Jalan Sidomoyo Godean, Godean, Sleman, DI Yogyakarta Jelajahi di Peta",145 m²,160 m²,4 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149356-1749,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-modern-mewah-premium-di-jalan-kaliurang-dekat-kampus-uii-oleh-wawan-juliawan-21640908,Rumah Modern Mewah Premium di Jalan Kaliurang dekat Kampus UII,"Rp 1,975 M","Jalan Kaliurang KM 12, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",165 m²,135 m²,4 tidur,3 mandi,3500 Watt,Tak Berperabot,3,SHM - Sertifikat Hak Milik
1686149360-1750,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-modern-smart-home-di-triharjo-dekat-polres-sleman-oleh-wawan-juliawan-21057353,Rumah Minimalis Modern Smart Home di Triharjo dekat Polres Sleman,Rp 750 jt,"Jalan Magelang KM 12, Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",60 m²,120 m²,3 tidur,2 mandi,1300 Watt,Sebagian,2,SHM - Sertifikat Hak Milik
1686149363-1751,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-cantik-tanahnya-luas-lingkungan-asri-di-timur-uii-jalan-kaliurang-oleh-wawan-juliawan-20518733,Rumah Cantik Tanahnya Luas Lingkungan Asri di Timur UII Jalan Kaliurang,Rp 765 jt,"Jalan Jangkang, Ngemplak, Sleman, DI Yogyakarta Jelajahi di Peta",75 m²,145 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,,SHM - Sertifikat Hak Milik
1686149367-1752,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-mewah-premium-lokasi-strategis-di-jalan-kaliurang-km-8-dekat-ugm-dan-kota-oleh-wawan-juliawan-21393449,Rumah Mewah Premium Lokasi Strategis di Jalan Kaliurang KM 8 dekat UGM dan Kota,"Rp 3,1 M","Jalan Kaliurang KM 8, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",154 m²,230 m²,5 tidur,4 mandi,3500 Watt,Tak Berperabot,3,SHM - Sertifikat Hak Milik
1686149371-1753,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-dlm-perum-elite-di-jln-palagan-kpr-nego-sampai-deal-bu-oleh-reza-erlinda-21724165,Rumah Dijual Dlm Perum Elite Di Jln Palagan.KPR & Nego Sampai Deal Bu !!,"Rp 2,95 M","Sardonoharjo ngaglik Sleman jogjakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",200 m²,186 m²,4 tidur,2 mandi,2200 Watt,,1,SHM - Sertifikat Hak Milik
1686149375-1754,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-hook-mewah-dalam-perumahan-elit-jalan-kaliurang-dekat-ke-ugm-oleh-wawan-juliawan-21724170,Rumah Hook Mewah dalam Perumahan Elit Jalan Kaliurang dekat ke UGM,"Rp 4,155 M","Jalan Kaliurang Km 7, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",140 m²,188 m²,4 tidur,3 mandi,3500 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149379-1755,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-lempongsari-1-1-oleh-yuli-wijayanti-21724168,"lempongsari 1,1","Rp 1,1 M","lempongsari, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",80 m²,138 m²,3 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149383-1756,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-sultan-mewah-premium-dalam-perumahan-elit-di-jogjakarta-oleh-wawan-juliawan-21724203,Rumah Sultan Mewah Premium dalam Perumahan Elit di Jogjakarta,"Rp 9,127 M","Jalan Kaliurang KM 7, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",275 m²,235 m²,5 tidur,7 mandi,5500 Watt,Lengkap,3,SHM - Sertifikat Hak Milik
1686149386-1757,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-baru-pondok-permai-banguntapan-2-oleh-hendri-panuntun-21724221,Rumah Baru Pondok Permai Banguntapan 2,"Rp 1,15 M","jalan Pleret, Banguntapan, Bantul, DI Yogyakarta Jelajahi di Peta",45 m²,101 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHGB - Hak Guna Bangunan
1686149390-1758,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-pondok-permai-gamping-residence-oleh-hendri-panuntun-21488684,Pondok Permai Gamping Residence,Rp 949 jt,"Jalan Wates km 4.5, Gamping, Sleman, DI Yogyakarta Jelajahi di Peta",45 m²,91 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHGB - Hak Guna Bangunan
1686149394-1759,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-paling-laris-dalam-cluster-ramai-5-menit-ke-jl-jogja-solo-oleh-iqbal-21724285,RUMAH PALING LARIS DALAM CLUSTER RAMAI 5 MENIT KE JL.JOGJA-SOLO,Rp 275 jt,"Prambanan, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,66 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149397-1760,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/113,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-kaliurang-km-7-shm-akses-jalan-papasan-mobil-oleh-lenny-liem-21724316,"Rumah Dijual, kaliurang Km 7, SHM, Akses Jalan Papasan Mobil","Rp 1,1 M","Purwosari, Sariharjo, Ngaglik, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",85 m²,110 m²,3 tidur,1 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149404-1761,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-rumah-kayen-cantik-dalam-perum-legalitas-komplit-oleh-lenny-liem-21724332,"Rumah Kayen Cantik, Dalam Perum, Legalitas Komplit",Rp 950 jt,"Kayen, Condongcatur, Depok, Sleman, Yogyakarta, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",56 m²,98 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149408-1762,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-jalan-besi-jangkang-oleh-januari-michael-s-hindarto-19739437,Jalan Besi Jangkang,"Rp 1,925 M","Jalan Besi Jangkang, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",180 m²,175 m²,3 tidur,3 mandi,3500 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149412-1763,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-sukoharjo-ngaglik-sleman-yogyakarta-oleh-sunaryadi-21723624,Sukoharjo Ngaglik Sleman Yogyakarta,"Rp 2,5 M","Losari Sukoharjo Ngaglik Sleman, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,198 m²,4 tidur,4 mandi,2200 Watt,Lengkap,3,SHM - Sertifikat Hak Milik
1686149416-1764,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dalam-perumahan-godean-pr-oleh-agung-prasetyo-wibowo-18166445,Rumah siap huni dalam perumahan Godean Pr,"Rp 1,45 M","jalan godean, Godean, Sleman, DI Yogyakarta Jelajahi di Peta",190 m²,145 m²,4 tidur,2 mandi,4400 Watt,Sebagian,1,SHGB - Hak Guna Bangunan
1686149420-1765,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-sendangadi-mlati-sleman-yogyakarta-oleh-priyo-kurniawan-21715092,Sendangadi Mlati Sleman Yogyakarta,"Rp 2,2 M","Tentrem Jatirejo Sendangadi Mlati, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",285 m²,543 m²,4 tidur,3 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686149424-1766,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-sukoharjo-ngaglik-sleman-yogyakarta-oleh-priyo-kurniawan-21723563,Sukoharjo Ngaglik Sleman Yogyakarta,"Rp 2,5 M","Losari Sukoharjo Jakal km 13, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",100 m²,198 m²,4 tidur,4 mandi,2200 Watt,Lengkap,3,SHM - Sertifikat Hak Milik
1686149428-1767,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-jogja-di-banguntapan-kpr-furnished-oleh-linda-21724603,Rumah Dijual Jogja Di Banguntapan.KPR & Furnished !!,Rp 500 jt,"Wirokerten Banguntapan Bantul Yogyakarta, Banguntapan, Bantul, DI Yogyakarta Jelajahi di Peta",46 m²,75 m²,2 tidur,2 mandi,1300 Watt,,1,SHM - Sertifikat Hak Milik
1686149431-1768,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-jogja-dkt-jln-palagan-yogyakarta-oleh-linda-21724610,Rumah dijual Jogja dkt jln Palagan Yogyakarta,"Rp 2,1 M","Sariharjo Ngaglik Sleman Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",140 m²,100 m²,3 tidur,3 mandi,2200 Watt,,2,SHM - Sertifikat Hak Milik
1686149435-1769,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-rumah-type-40-dalam-perumahan-oleh-damianus-yudi-21720875,RUMAH Type 40 Dalam Perumahan,Rp 420 jt,"BATURETNO, BANGUNTAPAN, Banguntapan, Bantul, DI Yogyakarta Jelajahi di Peta",40 m²,81 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149439-1770,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-rumah-ruko-dijual-di-condongcatur-kpr-nego-sampai-deal-oleh-linda-21724643,Rumah & Ruko Dijual Di Condongcatur.KPR & Nego Sampai Deal!!,"Rp 5,5 M","Condongcatur Depok Sleman Yogyakarta, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",650 m²,485 m²,4 tidur,7 mandi,9500 Watt,,2,SHM - Sertifikat Hak Milik
1686149443-1771,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-rumah-type-75-di-piyungan-oleh-damianus-yudi-21292175,RUMAH TYPE 75 di Piyungan,Rp 500 jt,"SRIMULYO, PIYUNGAN, Piyungan, Bantul, DI Yogyakarta Jelajahi di Peta",75 m²,107 m²,3 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686149447-1772,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/112,,https://www.rumah.com/listing-properti/dijual-lpmp-oleh-yuli-wijayanti-21724685,lpmp,Rp 410 jt,"tirtomartani, Kalasan, Sleman, DI Yogyakarta Jelajahi di Peta",50 m²,77 m²,2 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
